spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_u_fitflux	sdss_u_fitfluxerr	sdss_u_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-03-28_00-00-00_LCO-duPont_WFCCD_None.ascii	54918.0	1.0519528071775213e-14	2.2546642234808116e-16	True	7.518314943210266e-15	1.0234588479895081e-16	True	9.683790405940525e-15	1.8461750484603665e-16	True	2.3580784284127524e-15	7.472638199454374e-17	True	5.1774568529916636e-15	9.711150155364342e-17	True	9.259090554180866e-15	3.5710503803556423e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-03-29_00-00-00_LCO-duPont_WFCCD_None.ascii	54919.0	1.085875070617687e-14	2.441058466991655e-16	True	8.173654766629691e-15	1.1494183234244812e-16	True	1.0242339126513072e-14	2.0066611264857406e-16	True	2.557822060372672e-15	6.228826267929829e-17	True	5.607038155907629e-15	1.0550584540075874e-16	True	9.229821401588175e-15	3.641852354806238e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-03_00-00-00_LCO-duPont_WFCCD_None.ascii	54924.0	9.109734310334123e-15	6.10093274960501e-16	True	9.00026186467962e-15	1.8342476790889534e-16	True	9.74232710372987e-15	4.752552275675186e-16	True	3.0032393150316897e-15	1.1406328398575347e-16	True	6.422972066456299e-15	2.4974572235847283e-16	True	6.670703917590122e-15	6.541678229954189e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-07_23-55-29_Magellan-Baade_IMACS_None.ascii	54929.0	5.206606761576535e-15	1.3583342970028512e-16	True	6.9665930212177856e-15	7.865359850247739e-17	True	6.5385195262789736e-15	1.263925736272851e-16	True	2.866475224608486e-15	4.045950406731602e-17	True	5.812074772277523e-15	8.542650950609504e-17	True	2.7150609355339147e-15	1.6550653945935707e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-07_23-55-29_Magellan-Baade_IMACS_None_0.ascii	54929.01	5.2008429963633526e-15	1.3578845434009807e-16	True	6.9611237313239404e-15	7.859620251100861e-17	True	6.5319341648483435e-15	1.263322839450249e-16	True	2.8657620801866345e-15	4.0458719610869397e-17	True	5.809851026561055e-15	8.541821401857623e-17	True	2.7095582720216944e-15	1.655615692441511e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-17_02-21-29_Magellan-Clay_LDSS-3_None.ascii	54938.1	1.8625613558158638e-15	4.923846243649218e-17	True	3.0994173578185218e-15	4.57572141023128e-17	True	2.5607071763681367e-15	6.683270301790988e-17	True	1.7296332593738234e-15	3.1073222210351906e-17	True	3.031029151294767e-15	7.826223404370078e-17	True	1.121978436739714e-15	9.273126368022911e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-18_01-53-39_LCO-duPont_BC-duPont_None.ascii	54939.08	1.7202951870856223e-15	1.9550460191753995e-16	True	2.8739275472443264e-15	6.578390325840051e-17	True	2.371723286560544e-15	1.6213237719014488e-16	True	1.6378823497665243e-15	4.850628825162638e-17	True	2.8358179303185483e-15	1.1405944633584912e-16	True	1.0696303941173115e-15	2.1930757020476076e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-22_01-48-40_LCO-duPont_BC-duPont_None.ascii	54943.08	1.29289285856004e-15	1.8086868026405742e-16	True	2.1937318755762466e-15	5.1625570276873793e-17	True	1.8281691782453442e-15	1.3750198757921507e-16	True	1.1882161742340026e-15	3.6284527059177796e-17	True	2.206190710090998e-15	9.348033785019468e-17	True	8.658130004901468e-16	1.9131035897801246e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-23_02-32-39_LCO-duPont_BC-duPont_None.ascii	54944.11	1.2285790046502736e-15	1.7464004374193292e-16	True	2.0539339198594075e-15	5.209400159005843e-17	True	1.6688602088637045e-15	1.3960534455394123e-16	True	1.0870034732142495e-15	3.807152037992069e-17	True	2.0483012959775063e-15	1.213155764892822e-16	True	8.199638186315099e-16	1.9196596829234008e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-26_00-00-00_Gemini-S_GMOS-S_None.ascii	54947.0	1.0686997191274197e-15	4.122861800769707e-17	True	1.7883581960862458e-15	2.9705619545196025e-17	True	1.4846353289647548e-15	5.864695521928728e-17	True	9.746989122993511e-16	1.7726173324313857e-17	True	1.6931787499935093e-15	1.1570321526003858e-16	True	6.259225790235824e-16	6.946468788822512e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-04-30_03-09-42_Magellan-Clay_LDSS-3_None.ascii	54951.13	1.0053854652733651e-15	2.937371158209472e-16	True	1.514849013207351e-15	6.356927726258251e-17	True	1.2392363460952766e-15	1.3281187828926935e-16	True	9.123186462088365e-16	3.120805460694777e-17	True	1.4700868695348187e-15	1.1201023462751095e-16	True	5.924636629684709e-16	1.8856146593768233e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2009bb/2009bb_2009-05-14_00-40-18_Magellan-Baade_IMACS_None.ascii	54965.03	7.687375186410953e-16	1.2724255821753857e-16	True	1.0540137050023562e-15	2.806116527738879e-17	True	1.0138637324368085e-15	9.407069460535008e-17	True	5.376143836187281e-16	2.0979272606308682e-17	True	1.0214101084386255e-15	5.131198746784876e-17	True	1.880875825891953e-16	3.4023838317729112e-15	False
