spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-01-31_16-39-56_Wise1m_FOSC_None.ASC	52305.69	2.2577953315566497e-14	7.625428126853643e-16	True	6.726616491828338e-15	1.6949044912889784e-16	True	1.1908146044654244e-14	2.1935756685914601e-16	True	1.9771424523535927e-14	1.7857684045713863e-15	True	2.104106623587984e-14	3.774174296117274e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-02-01_00-00-00_HST_STIS_None.dat	52306.0	2.5642820876946782e-14	6.973932085686387e-16	True	7.073486878345842e-15	1.503951850398495e-16	True	1.3229560404587383e-14	2.1747620870635474e-16	True	2.058620802002911e-14	1.4596508539100262e-15	True	2.3319878071646665e-14	3.7512489899456776e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/2002ap_2002-02-02_00-00-00_Wise1m_FOSC_SUSPECT.dat	52307.0	3.43847937664435e-14	4.881850041581645e-16	True	8.20072223570712e-15	1.0620077403004227e-16	True	1.7353640970779198e-14	2.1153225251722044e-16	True	2.344465551356324e-14	8.26357221456436e-16	True	3.0371947012454395e-14	3.674958271158339e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/2002ap_2002-02-03_00-00-00_Wise1m_FOSC_SUSPECT.dat	52308.0	4.0104062960017255e-14	6.217878901584153e-16	True	9.334968820476375e-15	9.349171640466688e-17	True	2.099953890442368e-14	2.3217563764989437e-16	True	2.6115116282360403e-14	9.63145645361404e-16	True	3.646840995712347e-14	3.995703732927355e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-02-06_02-38-24_FLWO-1.5m_FAST_CfA-Stripped.flm	52311.11	4.789033920948844e-14	7.477250924279821e-16	True	1.264051796880024e-14	1.2219416657596636e-16	True	2.9220895484696496e-14	3.3481764801757954e-16	True	2.7103263250524836e-14	2.1689867167814246e-15	True	4.832854649685339e-14	5.35044660978388e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-02-07_02-09-36_FLWO-1.5m_FAST_CfA-Stripped.flm	52312.09	4.778619392710122e-14	7.358143722905334e-16	True	1.3510140866843064e-14	1.3234333745572194e-16	True	3.094171388396824e-14	3.4938322337369514e-16	True	2.5498296778305712e-14	2.831593472014664e-15	True	5.000776689633336e-14	5.46461105244115e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-02-08_01-55-12_FLWO-1.5m_FAST_CfA-Stripped.flm	52313.08	4.6175838858929446e-14	9.122968154334892e-16	True	1.4261917022824396e-14	1.4280560622300027e-16	True	3.2228515133526814e-14	3.591001723386402e-16	True	2.3319246055235456e-14	3.3150643254867152e-15	True	5.079780624939732e-14	5.526927657180551e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-02-09_02-38-24_FLWO-1.5m_FAST_CfA-Stripped.flm	52314.11	4.3489415971714796e-14	9.696635606873205e-16	True	1.489645265536518e-14	1.5268815691894156e-16	True	3.3042512658917925e-14	3.798517898561852e-16	True	2.0670538835035818e-14	3.5408071185218634e-15	True	5.06917394625374e-14	5.744506194714949e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/2002ap_2002-02-10_00-00-00_Wise1m_FOSC_SUSPECT.dat	52315.0	4.071828371427059e-14	9.94348377024874e-16	True	1.531520727494491e-14	1.5995377246668823e-16	True	3.330768365850014e-14	4.0924547634449417e-16	True	1.8222893800844255e-14	3.48258248680066e-15	True	4.990532854251564e-14	6.074582182121403e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-02-11_00-00-00_Lick-3m_KAST_None.flm	52316.0	3.7392960321903454e-14	1.0550295657388444e-15	True	1.5641103112020527e-14	1.658420838646356e-16	True	3.317613343318537e-14	4.3892549178781567e-16	True	1.545725787326707e-14	3.134362603531725e-15	True	4.8409348061222235e-14	6.316750272863383e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2002ap/SN2002ap_2002-02-12_02-52-48_FLWO-1.5m_FAST_CfA-Stripped.flm	52317.12	3.355312527288081e-14	7.12544335555563e-16	True	1.5836509996826614e-14	1.670682042051081e-16	True	3.258120945354278e-14	4.511877262051677e-16	True	1.254121304640648e-14	2.4167484172587616e-15	True	4.614809523646566e-14	6.1553476994547945e-16	True
