spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/SN2008in_2008-12-31_22-48-00_HET_HET-LRS_TS3.dat	54831.95	7.730280039535532e-15	2.069779728631405e-16	False	4.650530980035554e-15	8.168029884381722e-17	True	2.1523438797733594e-15	3.255699927084835e-17	True	3.614015298959659e-15	7.125442791967091e-17	True	7.75876421149395e-15	2.1248029365439304e-16	True	1.1617124387627295e-14	3.258659768296855e-16	True	8.205322358916463e-15	4.675907535636842e-16	True	9.978897779964279e-15	5.8962792679003e-16	True	7.703666554861018e-15	5.829065157067825e-16	True	4.274692791496865e-15	1.161776818274183e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/SN2008in_2009-01-07_22-18-36_HET_HET-LRS_TS3.dat	54838.93	6.338561120461728e-15	1.1297557438339422e-16	True	4.3223881097847884e-15	6.948858240130605e-17	True	2.1418191417552115e-15	1.9500336428385438e-17	True	3.590147598202431e-15	3.5800724309127455e-17	True	6.224211643803872e-15	1.8757008267133484e-16	True	5.229801129706063e-15	2.4584907535489147e-16	True	4.819574397644179e-16	1.2717800075173111e-16	True	1.5648823097087242e-15	1.6461625335167586e-16	True	7.761104871206169e-16	2.0556436784552535e-16	True	4.077643281874441e-15	9.453574709679626e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/2008in_2009-02-17_19-44-24_IGO_IFOSC_None.dat	54879.82	2.0458159889888544e-15	2.7194960351620896e-17	True	3.051351626996053e-15	7.075595635286946e-17	True	2.082337226344492e-15	2.045596987128644e-17	True	2.9537247749812067e-15	3.107921896261997e-17	True	1.7892716162223235e-15	4.437915029662201e-16	True	2.733184465379135e-16	1.0572447484456513e-17	True	4.2610183904844644e-18	9.4538371405474e-15	False	4.557992445782865e-18	9.497820788380872e-15	False	8.474697222891989e-19	6.778060016346375e-15	False	2.8326921783345575e-15	1.4563698080173288e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/SN2008in_2009-02-22_22-12-00_HET_HET-LRS_TS3.dat	54884.92	1.8853650909798585e-15	2.7232785632796178e-17	True	2.8799191882082648e-15	6.934833180940667e-17	True	2.0258675570153455e-15	1.8648606325322837e-17	True	2.847731673836171e-15	3.344939711007163e-17	True	1.7437340365101347e-15	1.1292696630252914e-16	True	2.1237223734270183e-16	1.6324148183465722e-17	True	2.229434720503078e-18	9.4790712674546e-15	False	1.8491191196181307e-18	9.499535359513444e-15	False	2.4098798681637295e-19	6.778092061485471e-15	False	2.6876376207967677e-15	1.5459886450564152e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/2008in_2009-03-22_20-27-00_IGO_IFOSC_None.dat	54912.85	1.355191800399459e-15	1.601802428524312e-17	True	2.30145097988753e-15	4.462186599520484e-17	True	1.674444728332543e-15	1.5550390670610818e-17	True	2.3095454904459413e-15	2.529017037220073e-17	True	1.4194226619980614e-15	2.879639317708472e-15	False	5.2412150105339215e-17	5.036699499783085e-18	True	5.861228390079644e-20	9.490127072156321e-15	False	1.0976534619779903e-20	9.499887642513993e-15	False	1.9557414798054814e-22	6.778094910374613e-15	False	1.9945446363235625e-15	4.930407541443084e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/2008in_2009-03-25_22-07-48_IGO_IFOSC_None.dat	54915.92	1.2708644406956103e-15	1.6724843406345964e-17	True	2.203253044422643e-15	4.7976332381544474e-17	True	1.5834754156637143e-15	1.4988399090893714e-17	True	2.1878574859457477e-15	2.338503060783072e-17	True	1.3789509774592524e-15	3.150498383202698e-15	False	4.4953929736542617e-17	1.0637938488271065e-17	True	3.9022671508926164e-20	9.490132959357178e-15	False	6.171020310525579e-21	9.499887651874551e-15	False	8.815224145263807e-23	6.778094910376148e-15	False	1.9279920009922415e-15	5.41859823782162e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/2008in_2009-04-03_19-08-24_IGO_IFOSC_None.dat	54924.8	9.791944073925489e-16	5.66351829767985e-17	True	1.7062087184224231e-15	3.1044173131121822e-16	True	1.194326715784947e-15	3.20493095109523e-17	True	1.5127689491199422e-15	4.0181603815550417e-17	True	1.261679217597043e-15	3.86778556799534e-15	False	2.883640154280209e-17	1.1106320084867255e-18	True	1.1963675105770474e-20	9.490137361913746e-15	False	1.1560414015987568e-21	9.499887656084958e-15	False	8.70365195995826e-24	6.778094910376537e-15	False	1.7451629618874655e-15	6.86854249046065e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/2008in_2009-04-03_20-58-48_BTA-6_SCORPIO_None.dat	54924.87	9.760609617340557e-16	5.724253772371176e-17	True	1.7010355073494439e-15	3.1461623622070236e-16	True	1.1906251917975415e-15	3.2212290414692386e-17	True	1.5056330756548137e-15	4.027221888149043e-17	True	1.26075972299322e-15	3.873046649797976e-15	False	2.873564712914964e-17	6.4657325336909186e-18	True	1.1852334723058936e-20	9.490137370743779e-15	False	1.140823631985321e-21	9.499887656089011e-15	False	8.5457707365804e-24	6.778094910376537e-15	False	1.7437771054927086e-15	6.880132613085865e-16	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/2008in_2009-04-23_18-00-00_BTA-6_SCORPIO_None.dat	54944.75	1.126069065989826e-16	1.2576941729384856e-17	True	2.36011662264018e-16	2.717287789730124e-17	True	3.2275969293886684e-16	5.55625031629645e-18	True	3.7082155719946726e-16	5.936603200854541e-18	True	1.0095489516629643e-15	5.130010922941556e-15	False	1.0634872533904808e-17	4.633765667566924e-18	True	8.195101450040151e-22	9.4901378467694e-15	False	2.583212022374328e-23	9.499887656240504e-15	False	4.591321171850461e-26	6.7780949103765394e-15	False	1.3827245535949219e-15	1.0207938221425451e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008in/2008in_2009-05-17_02-22-48_ESO-3.6m_EFOSC2-3.6_None.dat	54968.1	9.092679059226604e-17	1.1455017630546377e-17	True	1.9384928387038448e-16	5.014135772697706e-18	True	2.567404547966772e-16	2.8078515415224673e-18	True	3.0532625506335343e-16	2.6930430090384135e-18	True	7.54112375026601e-16	6.091258276536597e-15	False	3.3089707453172037e-18	2.1705848574308894e-17	True	3.440917680677534e-23	9.49013784928547e-15	False	2.8806896803270546e-25	9.499887656240583e-15	False	9.405401923860602e-29	6.7780949103765394e-15	False	1.0326949253576324e-15	1.4056391228992215e-15	False
