spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g_fitflux	sdss_g_fitfluxerr	sdss_g_inrange	sdss_i_fitflux	sdss_i_fitfluxerr	sdss_i_inrange	sdss_r_fitflux	sdss_r_fitfluxerr	sdss_r_inrange	sdss_u_fitflux	sdss_u_fitfluxerr	sdss_u_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-04-07_00-00-00_LCO-duPont_WFCCD_CCCP.dat	53467.0	5.574777252216087e-16	1.0300760708230102e-17	True	3.4751226519911726e-16	4.0005746500843235e-18	True	4.807088746914113e-16	9.21336852808253e-18	True	1.279214702405821e-16	2.3191797038877835e-18	True	2.414650339129996e-16	4.21581715557155e-18	True	5.604556762400214e-16	2.475987035399518e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-04-09_05-31-12_FLWO-1.5m_FAST_CfA-Stripped.flm	53469.23	7.040750919305965e-16	1.340691541499465e-17	True	4.452627822658666e-16	6.97393272632422e-18	True	6.047683532051259e-16	1.2757148266706214e-17	True	1.6215215608936101e-16	2.8731057584463857e-18	True	2.959352382101665e-16	4.80507628708268e-18	True	8.052234186489987e-16	3.136615687785598e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-04-11_04-33-36_FLWO-1.5m_FAST_CfA-Stripped.flm	53471.19	8.183379780956632e-16	1.3690783968562329e-17	True	5.12961069912956e-16	7.44969193312371e-18	True	7.045500913852469e-16	1.2804422357298928e-17	True	1.9206705567788343e-16	3.0174532440685583e-18	True	3.432287074379772e-16	5.069268934954487e-18	True	9.825039872345005e-16	3.4219269196297226e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-04-12_00-00-00_LCO-duPont_WFCCD_CCCP.dat	53472.0	8.556625711133474e-16	1.1342865774999112e-17	True	5.363523898854763e-16	6.536388843527824e-18	True	7.386742627289177e-16	1.023462764846339e-17	True	2.034725029849937e-16	2.604474105925158e-18	True	3.6135990899785357e-16	4.44944005234354e-18	True	1.030601887034262e-15	3.051935426619172e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-04-13_05-16-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53473.22	8.959436928012652e-16	9.290428618579914e-18	True	5.663736090010444e-16	5.628590905727687e-18	True	7.77616906856591e-16	8.326812287834657e-18	True	2.188554093344658e-16	2.2832026385015346e-18	True	3.861686308251484e-16	3.796970919056717e-18	True	1.062422337785296e-15	2.5917463598872473e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-04-15_00-00-00_LCO-duPont_WFCCD_CCCP.dat	53475.0	9.122366551721681e-16	9.068615357721094e-18	True	5.948580441287505e-16	5.5438472947893645e-18	True	7.964007771123683e-16	8.27087385356042e-18	True	2.3741614222063026e-16	2.53833617896812e-18	True	4.167335534937544e-16	3.743856582483626e-18	True	1.0078767626544851e-15	2.304879114790097e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/2005bf_2005-04-19_00-00-00_LCO-duPont_WFCCD_CCCP.dat	53479.0	8.504381368979459e-16	8.861169021213e-18	True	6.386059563292443e-16	5.840927940987732e-18	True	7.73694074508399e-16	8.067480700769007e-18	True	2.8136157770468003e-16	2.5078885136712197e-18	True	4.825262164900935e-16	4.193621827911813e-18	True	6.880200896853304e-16	1.7377546518521688e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-04-30_04-04-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53490.17	1.7125184532868944e-15	1.6933315813452593e-17	True	1.2174745590789404e-15	1.1260945648691864e-17	True	1.5528192814862258e-15	1.5474109870176136e-17	True	5.081261977397029e-16	5.3353178110616734e-18	True	8.864004963032171e-16	9.262573837644629e-18	True	1.4444087314095327e-15	4.056282783225582e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-02_03-50-24_FLWO-1.5m_FAST_CfA-Stripped.flm	53492.16	1.9573534338158006e-15	1.9917520950301873e-17	True	1.3567448458743635e-15	1.2142366404672127e-17	True	1.7698011714201584e-15	1.8119974378559646e-17	True	5.522386057663247e-16	7.997225903000103e-18	True	9.636854836523839e-16	1.3428411079000185e-17	True	1.790353372052019e-15	4.506610517864342e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2005bf/SN2005bf_2005-05-03_04-04-48_FLWO-1.5m_FAST_CfA-Stripped.flm	53493.17	2.061088524497436e-15	2.096792175741339e-17	True	1.4173386927635359e-15	1.2576753467568304e-17	True	1.8591361217348495e-15	1.897739138824782e-17	True	5.727920834561197e-16	9.869943953728193e-18	True	9.971000144581811e-16	1.6287635172803232e-17	True	1.947084447258811e-15	4.6761698603849235e-17	True
