spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_-7.93.txt	51411.07	1.5437984002160125e-15	1.1546689189972544e-16	False	6.102155388359711e-16	5.2575724393901436e-17	False	5.270370893012349e-16	1.5088670471811527e-17	True	1.0376697542168633e-15	1.4428247751867825e-16	False	8.163991449470335e-16	2.5304580392084507e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_-3.96.txt	51415.04	1.6829814808719377e-15	6.860942058740644e-17	True	6.522329892082933e-16	3.0785841864324875e-17	True	1.0051641905006586e-15	2.186287562510421e-17	True	1.0637433376161205e-15	5.988836544176448e-17	True	1.4726711339572704e-15	3.4674763344980085e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_-0.99.txt	51418.01	1.7028337686303738e-15	5.302514950205667e-17	True	6.837719229112364e-16	2.3520738374713307e-17	True	1.2450020364537901e-15	3.1123575670612435e-17	True	1.0473454466139333e-15	4.226536715743666e-17	True	1.722623310128057e-15	4.401739143286204e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_1.98.txt	51420.98	1.6354423674649635e-15	5.2792929417059746e-17	True	7.109023770620781e-16	2.3113006312012792e-17	True	1.3077871817334759e-15	4.023191400856981e-17	True	9.725796073030577e-16	4.870589860238254e-17	True	1.7424014683449895e-15	5.4982284551963266e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_4.95.txt	51423.95	1.4971745147545662e-15	4.721909288324106e-17	True	7.284093955039778e-16	2.3157020615042206e-17	True	1.2600647531352203e-15	3.6943138204064544e-17	True	8.295020527087471e-16	3.8745773499410597e-17	True	1.6333325997349778e-15	4.8405559708567133e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_10.9.txt	51429.9	1.0727459019731808e-15	3.9773892965163196e-17	True	7.181323018581555e-16	2.052020880522919e-17	True	1.116841758433541e-15	4.2465889955279663e-17	True	4.0925216806050963e-16	3.1403327546240414e-17	True	1.3353198425916254e-15	5.0887539057462456e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_11.89.txt	51430.89	9.947122656553655e-16	3.7455745752520423e-17	True	7.097752777266661e-16	1.9445346295249786e-17	True	1.0911724612831307e-15	4.113386982010452e-17	True	3.480224795125729e-16	2.969034633543924e-17	True	1.282255927928975e-15	4.879292084908289e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/SN1999dn_y1999m09d10.txt	51431.0	9.862167291737493e-16	3.7080034686624213e-17	True	7.087289774769708e-16	1.9304914342215006e-17	True	1.0882325369338111e-15	4.0847489526545846e-17	True	3.4171598661854945e-16	2.923603368460312e-17	True	1.2763824831813703e-15	4.834897019159795e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_15.85.txt	51434.85	7.39704595443071e-16	1.7616566078657352e-17	True	6.57504590114246e-16	1.2779663316002309e-17	True	9.668999940385464e-16	2.1077377527062098e-17	True	2.0733074301768526e-16	1.1057340993494517e-17	True	1.0811360503064547e-15	2.3191765671441678e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_18.82.txt	51437.82	6.012782483479551e-16	1.877038020936679e-17	True	6.048569220730798e-16	1.0739195545466757e-17	True	8.418457339932678e-16	1.8273342877482156e-17	True	1.470750455147443e-16	1.519716118204734e-17	True	9.26108798368838e-16	2.2531583885692206e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/SN1999dn_y1999m09d17.txt	51438.0	5.93366331822267e-16	1.904759918741853e-17	True	6.015758347026786e-16	1.0833398058550627e-17	True	8.345977132388676e-16	1.8424595412284154e-17	True	1.441215011363388e-16	1.5381166403274364e-17	True	9.175039354887018e-16	2.2697221609424435e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/1999dn_39.63.txt	51458.63	2.1872500003534626e-16	1.7059270583742155e-17	True	3.1044255993466265e-16	1.4555475268738524e-17	True	4.1738863650449103e-16	2.5521324219698702e-17	True	6.289108332408088e-17	2.5538637560522743e-17	True	3.778559340657356e-16	2.988047102753753e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN1999dn/SN1999dn_y1999m10d08.txt	51459.0	2.164322228937392e-16	1.3241376995035284e-17	True	3.074969595397079e-16	1.396879837984954e-17	True	4.140184501963554e-16	2.1182404390677484e-17	True	6.292576274430309e-17	1.5181976705618337e-17	True	3.7307010951200186e-16	2.18879431999781e-17	True
